response,propensity_score,result_financeiro,result_acumulado
0,0.59983194,-399,31711820
0,0.5998055,-399,31711421
0,0.5998053,-399,31711022
1,0.59978455,5864,31716886
0,0.59973335,-399,31716487
0,0.5997318,-399,31716088
0,0.5996842,-399,31715689
0,0.59968126,-399,31715290
0,0.5996695,-399,31714891
0,0.5996689,-399,31714492
0,0.5996602,-399,31714093
0,0.59962547,-399,31713694
0,0.5996054,-399,31713295
0,0.5995814,-399,31712896
0,0.5995793,-399,31712497
0,0.5995654,-399,31712098
0,0.59955895,-399,31711699
0,0.59955794,-399,31711300
0,0.59948975,-399,31710901
0,0.59945375,-399,31710502
0,0.599421,-399,31710103
0,0.5993919,-399,31709704
1,0.5993856,5864,31715568
0,0.5992901,-399,31715169
0,0.5992809,-399,31714770
0,0.59927195,-399,31714371
1,0.5992717,5864,31720235
0,0.5992276,-399,31719836
0,0.5992123,-399,31719437
0,0.5991938,-399,31719038
0,0.5991625,-399,31718639
0,0.5991512,-399,31718240
0,0.5991297,-399,31717841
0,0.5991118,-399,31717442
0,0.5991118,-399,31717043
0,0.5991007,-399,31716644
0,0.599055,-399,31716245
0,0.599055,-399,31715846
0,0.59903586,-399,31715447
0,0.5990227,-399,31715048
1,0.5990089,5864,31720912
0,0.5989456,-399,31720513
0,0.59894276,-399,31720114
0,0.5989181,-399,31719715
0,0.5989117,-399,31719316
1,0.59888643,5864,31725180
1,0.598883,5864,31731044
0,0.59882534,-399,31730645
0,0.59882534,-399,31730246
0,0.5988096,-399,31729847
0,0.5987994,-399,31729448
0,0.59874785,-399,31729049
0,0.5987184,-399,31728650
0,0.5986663,-399,31728251
0,0.59858435,-399,31727852
0,0.5985664,-399,31727453
0,0.598552,-399,31727054
0,0.59850985,-399,31726655
0,0.5984934,-399,31726256
0,0.59846854,-399,31725857
0,0.59846854,-399,31725458
0,0.59846854,-399,31725059
0,0.5984653,-399,31724660
0,0.5984557,-399,31724261
0,0.5984322,-399,31723862
0,0.59837645,-399,31723463
0,0.5983335,-399,31723064
1,0.59832954,5864,31728928
1,0.59825754,5864,31734792
0,0.5982305,-399,31734393
0,0.5982026,-399,31733994
0,0.5981592,-399,31733595
0,0.5981498,-399,31733196
0,0.59814054,-399,31732797
0,0.5981257,-399,31732398
1,0.59810835,5864,31738262
1,0.5980928,5864,31744126
0,0.59806323,-399,31743727
1,0.5980558,5864,31749591
0,0.5980081,-399,31749192
0,0.5979822,-399,31748793
0,0.59797454,-399,31748394
0,0.597973,-399,31747995
0,0.5979705,-399,31747596
1,0.5979675,5864,31753460
0,0.5979644,-399,31753061
0,0.5979614,-399,31752662
0,0.5979614,-399,31752263
0,0.59795016,-399,31751864
0,0.5979206,-399,31751465
0,0.5979053,-399,31751066
0,0.5978485,-399,31750667
1,0.59783775,5864,31756531
0,0.5977914,-399,31756132
0,0.5977342,-399,31755733
0,0.5977291,-399,31755334
0,0.5977031,-399,31754935
0,0.5976546,-399,31754536
0,0.59753096,-399,31754137
0,0.59753096,-399,31753738
0,0.59751683,-399,31753339
0,0.59743804,-399,31752940
0,0.5974306,-399,31752541
0,0.59740746,-399,31752142
0,0.59739035,-399,31751743
0,0.59736407,-399,31751344
0,0.5973595,-399,31750945
0,0.5973226,-399,31750546
0,0.59728825,-399,31750147
0,0.597265,-399,31749748
0,0.59726226,-399,31749349
0,0.59717613,-399,31748950
0,0.59711295,-399,31748551
0,0.59711295,-399,31748152
0,0.5970792,-399,31747753
0,0.59704745,-399,31747354
0,0.5970089,-399,31746955
0,0.59696996,-399,31746556
0,0.5969192,-399,31746157
0,0.59684813,-399,31745758
0,0.59683985,-399,31745359
0,0.5968359,-399,31744960
1,0.5968276,5864,31750824
1,0.5968268,5864,31756688
0,0.5968051,-399,31756289
0,0.5967658,-399,31755890
0,0.59675866,-399,31755491
0,0.5967561,-399,31755092
0,0.59674084,-399,31754693
0,0.5966942,-399,31754294
1,0.5966942,5864,31760158
0,0.59668976,-399,31759759
0,0.5966674,-399,31759360
0,0.59666216,-399,31758961
0,0.5966346,-399,31758562
0,0.5966124,-399,31758163
0,0.5965932,-399,31757764
0,0.5965878,-399,31757365
0,0.59656495,-399,31756966
0,0.596549,-399,31756567
0,0.596516,-399,31756168
0,0.5965079,-399,31755769
1,0.5965004,5864,31761633
0,0.59647346,-399,31761234
0,0.5962939,-399,31760835
0,0.59628016,-399,31760436
0,0.59628016,-399,31760037
0,0.59621686,-399,31759638
0,0.596215,-399,31759239
0,0.5961973,-399,31758840
0,0.5961965,-399,31758441
1,0.59618306,5864,31764305
0,0.59615976,-399,31763906
0,0.5960971,-399,31763507
0,0.5960927,-399,31763108
0,0.5960866,-399,31762709
0,0.59602123,-399,31762310
1,0.5960114,5864,31768174
0,0.595961,-399,31767775
1,0.5959407,5864,31773639
0,0.5959178,-399,31773240
1,0.59588856,5864,31779104
1,0.59588856,5864,31784968
0,0.59587085,-399,31784569
0,0.5958324,-399,31784170
0,0.5958324,-399,31783771
0,0.5958324,-399,31783372
0,0.5958142,-399,31782973
0,0.5958033,-399,31782574
1,0.59578294,5864,31788438
0,0.59569854,-399,31788039
0,0.5956634,-399,31787640
0,0.5956347,-399,31787241
1,0.5956084,5864,31793105
0,0.5955546,-399,31792706
0,0.59554684,-399,31792307
0,0.59545827,-399,31791908
0,0.59543765,-399,31791509
0,0.5953892,-399,31791110
0,0.59533036,-399,31790711
0,0.59531605,-399,31790312
0,0.59526366,-399,31789913
0,0.59525317,-399,31789514
0,0.5952142,-399,31789115
0,0.595211,-399,31788716
0,0.5952045,-399,31788317
0,0.5951395,-399,31787918
0,0.5951395,-399,31787519
0,0.5951145,-399,31787120
0,0.59506273,-399,31786721
0,0.5950082,-399,31786322
0,0.5950013,-399,31785923
0,0.59498155,-399,31785524
0,0.5949233,-399,31785125
0,0.59489316,-399,31784726
0,0.59489316,-399,31784327
0,0.5948925,-399,31783928
0,0.59489024,-399,31783529
0,0.5948865,-399,31783130
0,0.5948652,-399,31782731
0,0.59485716,-399,31782332
0,0.5948091,-399,31781933
0,0.59477633,-399,31781534
0,0.59477115,-399,31781135
0,0.5947395,-399,31780736
0,0.59473294,-399,31780337
0,0.5947281,-399,31779938
0,0.59471697,-399,31779539
0,0.59463286,-399,31779140
1,0.59461355,5864,31785004
0,0.5946057,-399,31784605
0,0.5945686,-399,31784206
0,0.5945431,-399,31783807
0,0.59452134,-399,31783408
0,0.5944663,-399,31783009
0,0.5944521,-399,31782610
0,0.59439623,-399,31782211
0,0.59434307,-399,31781812
0,0.59432924,-399,31781413
0,0.5943149,-399,31781014
0,0.5942841,-399,31780615
0,0.5942557,-399,31780216
0,0.5942441,-399,31779817
0,0.594227,-399,31779418
0,0.5941586,-399,31779019
0,0.5941541,-399,31778620
0,0.594138,-399,31778221
1,0.5941043,5864,31784085
0,0.594096,-399,31783686
0,0.5940876,-399,31783287
1,0.5940687,5864,31789151
0,0.59404135,-399,31788752
0,0.5940045,-399,31788353
0,0.5939967,-399,31787954
0,0.59398353,-399,31787555
0,0.5939701,-399,31787156
0,0.59385777,-399,31786757
0,0.59383816,-399,31786358
0,0.59383017,-399,31785959
0,0.5937391,-399,31785560
0,0.59372413,-399,31785161
1,0.59366435,5864,31791025
0,0.593658,-399,31790626
0,0.5935906,-399,31790227
0,0.5935606,-399,31789828
0,0.5935606,-399,31789429
0,0.5935488,-399,31789030
0,0.5935488,-399,31788631
0,0.5934808,-399,31788232
0,0.5934437,-399,31787833
0,0.59343725,-399,31787434
0,0.59343666,-399,31787035
0,0.59336025,-399,31786636
0,0.59335816,-399,31786237
0,0.59332585,-399,31785838
0,0.59327245,-399,31785439
0,0.59323674,-399,31785040
0,0.59319293,-399,31784641
0,0.5931625,-399,31784242
0,0.59312505,-399,31783843
0,0.5930818,-399,31783444
0,0.59306747,-399,31783045
0,0.5930582,-399,31782646
1,0.5929986,5864,31788510
0,0.5929986,-399,31788111
0,0.59298587,-399,31787712
0,0.59298587,-399,31787313
0,0.5929379,-399,31786914
1,0.5929346,5864,31792778
0,0.5929319,-399,31792379
0,0.5929207,-399,31791980
0,0.5929204,-399,31791581
0,0.5929191,-399,31791182
1,0.5928899,5864,31797046
0,0.59278625,-399,31796647
0,0.59271544,-399,31796248
1,0.5926919,5864,31802112
0,0.592689,-399,31801713
0,0.592678,-399,31801314
1,0.5926757,5864,31807178
1,0.5926747,5864,31813042
0,0.5926627,-399,31812643
1,0.5926627,5864,31818507
0,0.592651,-399,31818108
1,0.592605,5864,31823972
0,0.59260476,-399,31823573
0,0.59258604,-399,31823174
0,0.5925825,-399,31822775
1,0.59257174,5864,31828639
0,0.59253025,-399,31828240
0,0.59251416,-399,31827841
0,0.59249526,-399,31827442
1,0.59249204,5864,31833306
0,0.5924867,-399,31832907
0,0.5924867,-399,31832508
1,0.59237605,5864,31838372
0,0.59237003,-399,31837973
0,0.59236354,-399,31837574
0,0.5923416,-399,31837175
0,0.59234077,-399,31836776
0,0.59230196,-399,31836377
0,0.59226435,-399,31835978
0,0.59224963,-399,31835579
0,0.59220785,-399,31835180
0,0.5920314,-399,31834781
0,0.5920314,-399,31834382
0,0.592009,-399,31833983
0,0.5919765,-399,31833584
1,0.59197277,5864,31839448
0,0.591969,-399,31839049
0,0.59191304,-399,31838650
0,0.5918822,-399,31838251
0,0.5918729,-399,31837852
0,0.59186685,-399,31837453
0,0.5918273,-399,31837054
1,0.5918152,5864,31842918
0,0.5918126,-399,31842519
0,0.59176606,-399,31842120
0,0.59176576,-399,31841721
0,0.59170455,-399,31841322
0,0.59165955,-399,31840923
0,0.5916244,-399,31840524
0,0.5916095,-399,31840125
0,0.59160876,-399,31839726
0,0.5915668,-399,31839327
0,0.5915514,-399,31838928
0,0.5915514,-399,31838529
0,0.5914878,-399,31838130
0,0.5914689,-399,31837731
0,0.59139436,-399,31837332
0,0.5913564,-399,31836933
0,0.59133923,-399,31836534
0,0.5913158,-399,31836135
0,0.5912303,-399,31835736
0,0.59120834,-399,31835337
1,0.5911434,5864,31841201
0,0.59105605,-399,31840802
0,0.59101915,-399,31840403
0,0.590985,-399,31840004
0,0.59097993,-399,31839605
0,0.59095067,-399,31839206
0,0.5908914,-399,31838807
0,0.59087133,-399,31838408
1,0.5907316,5864,31844272
0,0.59072465,-399,31843873
1,0.59071857,5864,31849737
1,0.59071535,5864,31855601
0,0.5906969,-399,31855202
1,0.59063655,5864,31861066
0,0.5905989,-399,31860667
0,0.5905932,-399,31860268
0,0.5905647,-399,31859869
0,0.59053737,-399,31859470
0,0.5905091,-399,31859071
0,0.5905032,-399,31858672
0,0.59047943,-399,31858273
0,0.59047544,-399,31857874
0,0.5904483,-399,31857475
0,0.5904465,-399,31857076
0,0.59043026,-399,31856677
0,0.5904269,-399,31856278
1,0.5903569,5864,31862142
0,0.59034693,-399,31861743
0,0.59030807,-399,31861344
0,0.5902967,-399,31860945
0,0.5902967,-399,31860546
0,0.59016246,-399,31860147
0,0.59009916,-399,31859748
0,0.59007335,-399,31859349
0,0.59004843,-399,31858950
1,0.5900436,5864,31864814
0,0.59003675,-399,31864415
1,0.59002936,5864,31870279
0,0.58997744,-399,31869880
0,0.5899492,-399,31869481
0,0.58994454,-399,31869082
0,0.58994365,-399,31868683
0,0.5898741,-399,31868284
0,0.5898194,-399,31867885
0,0.5897766,-399,31867486
0,0.589724,-399,31867087
0,0.58969796,-399,31866688
0,0.5896314,-399,31866289
0,0.5896213,-399,31865890
0,0.58958834,-399,31865491
0,0.58953124,-399,31865092
0,0.58951885,-399,31864693
0,0.5895095,-399,31864294
0,0.58947015,-399,31863895
0,0.58946854,-399,31863496
0,0.58945936,-399,31863097
1,0.58945775,5864,31868961
1,0.5894508,5864,31874825
0,0.5894077,-399,31874426
0,0.58937407,-399,31874027
0,0.58931667,-399,31873628
0,0.58922905,-399,31873229
1,0.58917814,5864,31879093
0,0.5890788,-399,31878694
1,0.58905643,5864,31884558
0,0.58904845,-399,31884159
0,0.58899957,-399,31883760
0,0.58895457,-399,31883361
1,0.5889207,5864,31889225
0,0.58892024,-399,31888826
0,0.58891064,-399,31888427
0,0.58887213,-399,31888028
1,0.5887949,5864,31893892
0,0.5887873,-399,31893493
0,0.5887854,-399,31893094
0,0.58878165,-399,31892695
0,0.5887342,-399,31892296
0,0.58870417,-399,31891897
0,0.58870417,-399,31891498
0,0.58870417,-399,31891099
0,0.5886993,-399,31890700
0,0.58861995,-399,31890301
0,0.5886166,-399,31889902
0,0.58855647,-399,31889503
0,0.58854383,-399,31889104
1,0.58852345,5864,31894968
0,0.588519,-399,31894569
0,0.5883158,-399,31894170
0,0.58830214,-399,31893771
0,0.5882764,-399,31893372
0,0.58826226,-399,31892973
0,0.5882616,-399,31892574
0,0.588184,-399,31892175
0,0.58812517,-399,31891776
0,0.58811295,-399,31891377
0,0.5880407,-399,31890978
1,0.5880276,5864,31896842
0,0.58799547,-399,31896443
0,0.5879235,-399,31896044
0,0.58790237,-399,31895645
0,0.5878986,-399,31895246
1,0.58789796,5864,31901110
0,0.58787674,-399,31900711
0,0.5878721,-399,31900312
0,0.5878684,-399,31899913
1,0.58783257,5864,31905777
0,0.5877385,-399,31905378
1,0.5877199,5864,31911242
0,0.5877079,-399,31910843
0,0.5876926,-399,31910444
0,0.5876869,-399,31910045
0,0.5876792,-399,31909646
1,0.587671,5864,31915510
0,0.5876501,-399,31915111
0,0.58762616,-399,31914712
1,0.5875869,5864,31920576
0,0.5875849,-399,31920177
0,0.58754987,-399,31919778
1,0.58748585,5864,31925642
1,0.5874293,5864,31931506
0,0.58741295,-399,31931107
0,0.58738786,-399,31930708
0,0.5872575,-399,31930309
0,0.58724123,-399,31929910
1,0.5872001,5864,31935774
1,0.58719736,5864,31941638
1,0.58717036,5864,31947502
0,0.5871311,-399,31947103
0,0.5870643,-399,31946704
0,0.5869451,-399,31946305
0,0.58682525,-399,31945906
0,0.58680046,-399,31945507
0,0.5867897,-399,31945108
1,0.58666676,5864,31950972
0,0.58664674,-399,31950573
1,0.58663434,5864,31956437
1,0.5866118,5864,31962301
0,0.5865904,-399,31961902
1,0.58658475,5864,31967766
0,0.5865757,-399,31967367
0,0.5865757,-399,31966968
0,0.5865513,-399,31966569
1,0.5865302,5864,31972433
0,0.5864976,-399,31972034
1,0.5864767,5864,31977898
0,0.5864395,-399,31977499
0,0.5863294,-399,31977100
0,0.58618486,-399,31976701
0,0.58615106,-399,31976302
0,0.586139,-399,31975903
1,0.58613867,5864,31981767
1,0.58609843,5864,31987631
0,0.58604467,-399,31987232
0,0.58602196,-399,31986833
0,0.58600914,-399,31986434
1,0.5859805,5864,31992298
1,0.5859535,5864,31998162
0,0.58594084,-399,31997763
0,0.5858554,-399,31997364
0,0.5856935,-399,31996965
0,0.5856842,-399,31996566
0,0.5856792,-399,31996167
0,0.5856785,-399,31995768
0,0.5856733,-399,31995369
0,0.5856539,-399,31994970
0,0.5856189,-399,31994571
0,0.5855874,-399,31994172
0,0.58557606,-399,31993773
1,0.5855155,5864,31999637
0,0.58550537,-399,31999238
1,0.5854757,5864,32005102
0,0.5854633,-399,32004703
0,0.5853903,-399,32004304
0,0.58534914,-399,32003905
0,0.58530104,-399,32003506
0,0.58529407,-399,32003107
0,0.58525497,-399,32002708
0,0.5852522,-399,32002309
1,0.58523005,5864,32008173
0,0.58522063,-399,32007774
0,0.585174,-399,32007375
0,0.585174,-399,32006976
0,0.58517206,-399,32006577
1,0.5850417,5864,32012441
0,0.58500594,-399,32012042
0,0.5849116,-399,32011643
0,0.584893,-399,32011244
1,0.58487755,5864,32017108
0,0.5848086,-399,32016709
0,0.5847653,-399,32016310
0,0.5847644,-399,32015911
0,0.58475804,-399,32015512
0,0.5846582,-399,32015113
0,0.5846357,-399,32014714
0,0.5846307,-399,32014315
0,0.58460164,-399,32013916
0,0.584557,-399,32013517
0,0.58455616,-399,32013118
0,0.5845366,-399,32012719
0,0.5845141,-399,32012320
0,0.58443046,-399,32011921
0,0.5843192,-399,32011522
0,0.5842856,-399,32011123
0,0.584252,-399,32010724
1,0.5842225,5864,32016588
0,0.5842213,-399,32016189
0,0.58421427,-399,32015790
0,0.58420575,-399,32015391
0,0.5841738,-399,32014992
0,0.5841493,-399,32014593
0,0.58414817,-399,32014194
0,0.58412606,-399,32013795
0,0.5841246,-399,32013396
0,0.5841142,-399,32012997
0,0.5840507,-399,32012598
1,0.58404803,5864,32018462
1,0.58404654,5864,32024326
0,0.584036,-399,32023927
0,0.58398074,-399,32023528
0,0.5839166,-399,32023129
0,0.5839076,-399,32022730
1,0.5838589,5864,32028594
0,0.5837494,-399,32028195
0,0.5837494,-399,32027796
0,0.583743,-399,32027397
1,0.58373415,5864,32033261
0,0.58372355,-399,32032862
1,0.5837079,5864,32038726
0,0.583668,-399,32038327
0,0.5836266,-399,32037928
0,0.5835986,-399,32037529
0,0.58358026,-399,32037130
0,0.5835412,-399,32036731
0,0.58349544,-399,32036332
1,0.583452,5864,32042196
0,0.5834036,-399,32041797
0,0.5833379,-399,32041398
0,0.58330464,-399,32040999
0,0.5832778,-399,32040600
0,0.58327097,-399,32040201
0,0.58326477,-399,32039802
0,0.58320343,-399,32039403
0,0.5831758,-399,32039004
0,0.5831538,-399,32038605
0,0.58311254,-399,32038206
0,0.5830878,-399,32037807
0,0.5830765,-399,32037408
0,0.58306587,-399,32037009
1,0.5830575,5864,32042873
1,0.5830575,5864,32048737
0,0.58300805,-399,32048338
0,0.5830062,-399,32047939
1,0.582974,5864,32053803
0,0.5829082,-399,32053404
1,0.58285815,5864,32059268
0,0.58285815,-399,32058869
0,0.5828443,-399,32058470
0,0.58279574,-399,32058071
0,0.582778,-399,32057672
0,0.58275944,-399,32057273
0,0.58271486,-399,32056874
0,0.58271307,-399,32056475
0,0.5826884,-399,32056076
0,0.5826153,-399,32055677
0,0.5826153,-399,32055278
0,0.5826153,-399,32054879
0,0.58261496,-399,32054480
0,0.5825831,-399,32054081
0,0.5825145,-399,32053682
0,0.5825145,-399,32053283
0,0.5825145,-399,32052884
0,0.5825145,-399,32052485
0,0.5824802,-399,32052086
0,0.5824784,-399,32051687
0,0.58247477,-399,32051288
1,0.58229417,5864,32057152
0,0.5822607,-399,32056753
0,0.5822233,-399,32056354
0,0.58219725,-399,32055955
0,0.58214146,-399,32055556
0,0.58213174,-399,32055157
0,0.5821034,-399,32054758
0,0.5820981,-399,32054359
0,0.5820789,-399,32053960
1,0.58202595,5864,32059824
0,0.5819931,-399,32059425
0,0.5819816,-399,32059026
0,0.58195454,-399,32058627
0,0.58194774,-399,32058228
0,0.58194774,-399,32057829
0,0.5819385,-399,32057430
1,0.581882,5864,32063294
0,0.58180547,-399,32062895
0,0.58174586,-399,32062496
0,0.5817075,-399,32062097
0,0.5816521,-399,32061698
0,0.58165044,-399,32061299
0,0.5815895,-399,32060900
0,0.58158827,-399,32060501
1,0.5815332,5864,32066365
0,0.5814629,-399,32065966
0,0.58141583,-399,32065567
0,0.58136153,-399,32065168
1,0.5813064,5864,32071032
0,0.5812988,-399,32070633
0,0.5812918,-399,32070234
1,0.5812467,5864,32076098
0,0.58120143,-399,32075699
0,0.581178,-399,32075300
0,0.5811411,-399,32074901
0,0.5811233,-399,32074502
0,0.5811198,-399,32074103
0,0.58102226,-399,32073704
0,0.58085626,-399,32073305
1,0.5808276,5864,32079169
0,0.58079904,-399,32078770
0,0.58079535,-399,32078371
0,0.5807713,-399,32077972
1,0.5807067,5864,32083836
0,0.5806592,-399,32083437
0,0.5806492,-399,32083038
1,0.5806335,5864,32088902
1,0.58059853,5864,32094766
0,0.5805802,-399,32094367
0,0.58057445,-399,32093968
1,0.58054495,5864,32099832
1,0.58052045,5864,32105696
0,0.58049214,-399,32105297
0,0.5804404,-399,32104898
0,0.5804114,-399,32104499
0,0.5803958,-399,32104100
0,0.5803886,-399,32103701
0,0.5803878,-399,32103302
0,0.580298,-399,32102903
0,0.5802748,-399,32102504
0,0.5802313,-399,32102105
1,0.58013475,5864,32107969
0,0.580134,-399,32107570
0,0.580134,-399,32107171
1,0.5801186,5864,32113035
1,0.5800953,5864,32118899
0,0.58003783,-399,32118500
0,0.5800355,-399,32118101
0,0.58000934,-399,32117702
0,0.579982,-399,32117303
0,0.5799567,-399,32116904
0,0.57995206,-399,32116505
0,0.5799327,-399,32116106
0,0.57992303,-399,32115707
0,0.57991904,-399,32115308
0,0.57987434,-399,32114909
0,0.57985145,-399,32114510
0,0.5798106,-399,32114111
0,0.5798045,-399,32113712
1,0.57967067,5864,32119576
0,0.57966787,-399,32119177
0,0.57966787,-399,32118778
1,0.5796236,5864,32124642
1,0.579587,5864,32130506
0,0.5795769,-399,32130107
0,0.57953274,-399,32129708
0,0.579505,-399,32129309
0,0.5794341,-399,32128910
0,0.57941014,-399,32128511
0,0.5793961,-399,32128112
1,0.5793665,5864,32133976
0,0.57934654,-399,32133577
0,0.57929975,-399,32133178
0,0.57922065,-399,32132779
1,0.57920885,5864,32138643
1,0.5791887,5864,32144507
0,0.5791833,-399,32144108
0,0.57913584,-399,32143709
0,0.5791042,-399,32143310
1,0.5791042,5864,32149174
0,0.57909393,-399,32148775
0,0.57901144,-399,32148376
0,0.5789684,-399,32147977
0,0.57891893,-399,32147578
0,0.5788681,-399,32147179
0,0.57886475,-399,32146780
0,0.5788455,-399,32146381
0,0.57883936,-399,32145982
0,0.578839,-399,32145583
0,0.57882124,-399,32145184
0,0.57877845,-399,32144785
1,0.57871205,5864,32150649
0,0.57871205,-399,32150250
0,0.57866675,-399,32149851
0,0.5786288,-399,32149452
0,0.57860905,-399,32149053
1,0.5785966,5864,32154917
0,0.57858676,-399,32154518
0,0.57855815,-399,32154119
0,0.5785166,-399,32153720
0,0.57847834,-399,32153321
0,0.5784697,-399,32152922
1,0.5784697,5864,32158786
0,0.5784513,-399,32158387
0,0.57843804,-399,32157988
1,0.5783444,5864,32163852
0,0.5783335,-399,32163453
0,0.57833207,-399,32163054
0,0.57815516,-399,32162655
0,0.5781378,-399,32162256
0,0.57813704,-399,32161857
1,0.5779626,5864,32167721
0,0.5779467,-399,32167322
1,0.57791054,5864,32173186
0,0.57777935,-399,32172787
0,0.57774734,-399,32172388
0,0.57771057,-399,32171989
1,0.5776961,5864,32177853
0,0.577663,-399,32177454
0,0.57764965,-399,32177055
0,0.57764333,-399,32176656
0,0.57758313,-399,32176257
1,0.57756245,5864,32182121
1,0.577557,5864,32187985
1,0.57754403,5864,32193849
0,0.57752985,-399,32193450
0,0.57752925,-399,32193051
0,0.5775207,-399,32192652
0,0.57750845,-399,32192253
0,0.5775045,-399,32191854
0,0.57748884,-399,32191455
0,0.5774801,-399,32191056
0,0.5774649,-399,32190657
0,0.57742035,-399,32190258
0,0.5774119,-399,32189859
0,0.5773977,-399,32189460
0,0.57738256,-399,32189061
0,0.5773542,-399,32188662
0,0.57731616,-399,32188263
0,0.5772948,-399,32187864
0,0.5772945,-399,32187465
0,0.57721215,-399,32187066
0,0.57711166,-399,32186667
0,0.5770796,-399,32186268
0,0.5769774,-399,32185869
0,0.57694495,-399,32185470
0,0.5769058,-399,32185071
0,0.57687783,-399,32184672
0,0.5768286,-399,32184273
0,0.57681924,-399,32183874
0,0.5767277,-399,32183475
0,0.57670873,-399,32183076
0,0.5766982,-399,32182677
0,0.57666796,-399,32182278
1,0.5766658,5864,32188142
1,0.5766513,5864,32194006
0,0.5766093,-399,32193607
0,0.5765409,-399,32193208
0,0.5765196,-399,32192809
0,0.5765013,-399,32192410
1,0.5764376,5864,32198274
0,0.5764309,-399,32197875
1,0.57637495,5864,32203739
0,0.57634145,-399,32203340
0,0.57634026,-399,32202941
0,0.57631886,-399,32202542
0,0.5762726,-399,32202143
1,0.5762449,5864,32208007
0,0.57617295,-399,32207608
1,0.5761479,5864,32213472
0,0.57614523,-399,32213073
0,0.5760909,-399,32212674
0,0.5760832,-399,32212275
1,0.5760736,5864,32218139
0,0.5760736,-399,32217740
0,0.57605344,-399,32217341
1,0.57605124,5864,32223205
0,0.576051,-399,32222806
0,0.57603794,-399,32222407
0,0.57603365,-399,32222008
1,0.5760328,5864,32227872
0,0.5759452,-399,32227473
0,0.5759452,-399,32227074
0,0.5759325,-399,32226675
0,0.5759239,-399,32226276
0,0.5759131,-399,32225877
1,0.5758337,5864,32231741
0,0.5758193,-399,32231342
0,0.5757923,-399,32230943
1,0.57570475,5864,32236807
0,0.57570195,-399,32236408
0,0.57568264,-399,32236009
1,0.5756392,5864,32241873
0,0.5755664,-399,32241474
0,0.57553595,-399,32241075
0,0.5754472,-399,32240676
0,0.57542443,-399,32240277
0,0.5754047,-399,32239878
0,0.5753099,-399,32239479
0,0.5753067,-399,32239080
0,0.57523775,-399,32238681
0,0.5752292,-399,32238282
1,0.57521164,5864,32244146
0,0.575207,-399,32243747
0,0.5751692,-399,32243348
0,0.5751616,-399,32242949
0,0.5751499,-399,32242550
0,0.5751312,-399,32242151
0,0.5750926,-399,32241752
0,0.5750812,-399,32241353
0,0.5750574,-399,32240954
0,0.57503945,-399,32240555
0,0.57499176,-399,32240156
0,0.5749846,-399,32239757
0,0.57497525,-399,32239358
1,0.57496786,5864,32245222
0,0.5749658,-399,32244823
0,0.5749365,-399,32244424
0,0.57493526,-399,32244025
0,0.5749211,-399,32243626
0,0.5748792,-399,32243227
0,0.5748773,-399,32242828
0,0.57487476,-399,32242429
1,0.5748243,5864,32248293
0,0.57481164,-399,32247894
0,0.5747867,-399,32247495
0,0.57476145,-399,32247096
0,0.57476145,-399,32246697
0,0.5747534,-399,32246298
0,0.5747486,-399,32245899
0,0.5747408,-399,32245500
0,0.5747396,-399,32245101
0,0.5747392,-399,32244702
0,0.57473266,-399,32244303
0,0.5746817,-399,32243904
0,0.5746545,-399,32243505
0,0.5746111,-399,32243106
0,0.5745591,-399,32242707
0,0.57449454,-399,32242308
0,0.5744901,-399,32241909
0,0.5744772,-399,32241510
0,0.574437,-399,32241111
0,0.57438946,-399,32240712
0,0.57438946,-399,32240313
0,0.5743787,-399,32239914
0,0.5743687,-399,32239515
1,0.5743621,5864,32245379
0,0.5743621,-399,32244980
1,0.57435083,5864,32250844
0,0.57434785,-399,32250445
0,0.5743275,-399,32250046
1,0.574307,5864,32255910
1,0.57427734,5864,32261774
0,0.57427293,-399,32261375
0,0.57424426,-399,32260976
0,0.57424426,-399,32260577
0,0.57422,-399,32260178
0,0.5742157,-399,32259779
1,0.5741649,5864,32265643
0,0.5741551,-399,32265244
0,0.57414174,-399,32264845
0,0.5741403,-399,32264446
0,0.5741106,-399,32264047
0,0.5739972,-399,32263648
0,0.5739716,-399,32263249
0,0.5739626,-399,32262850
0,0.5739496,-399,32262451
0,0.5738985,-399,32262052
0,0.5738848,-399,32261653
0,0.5738698,-399,32261254
0,0.57379496,-399,32260855
1,0.5737923,5864,32266719
1,0.5737596,5864,32272583
1,0.5736639,5864,32278447
0,0.5735495,-399,32278048
1,0.5735484,5864,32283912
0,0.5735253,-399,32283513
0,0.573515,-399,32283114
0,0.5734873,-399,32282715
0,0.57348686,-399,32282316
0,0.57348686,-399,32281917
1,0.57348686,5864,32287781
0,0.57348686,-399,32287382
0,0.5733708,-399,32286983
0,0.57336944,-399,32286584
0,0.5733611,-399,32286185
0,0.573354,-399,32285786
1,0.5733458,5864,32291650
0,0.573344,-399,32291251
0,0.57327855,-399,32290852
0,0.57314724,-399,32290453
0,0.57309747,-399,32290054
0,0.5730846,-399,32289655
0,0.5730765,-399,32289256
0,0.5730048,-399,32288857
1,0.5729788,5864,32294721
0,0.5729767,-399,32294322
0,0.5729521,-399,32293923
0,0.57293326,-399,32293524
0,0.57284963,-399,32293125
0,0.5728439,-399,32292726
1,0.5727872,5864,32298590
0,0.5727754,-399,32298191
0,0.5727608,-399,32297792
1,0.5727546,5864,32303656
